,Unnamed: 0,index,CID,Category,SubCategory,HeelHeight,Insole,Closure,Gender,Material,ToeStyle,5,4,3,2,1,Brand,Name,Color,Price
3582,3582,13115,7797313-76511,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,Lace up,Men,Mesh;Rubber,,7997010-460,7891843-404942,7790180-337559,7979892-1453,7797303-356006,,,,
3583,3583,13118,7797360-338936,Shoes,Sneakers and Athletic Shoes,,EVA,Lace up,Men,Mesh;Synthetic,,7896178-328376,8058932-382828,7205813-393608,8139905-245562,7797313-76511,,,,
3584,3584,13120,7797558-3132,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Mesh;Synthetic,,8034694-44016,7992296-409,7724899-265759,7925387-387907,7797360-338936,,,,
3585,3585,13121,7797558-356083,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Mesh;Synthetic,,7735313-269485,7973122-326241,7728905-345892,8050326-3320,7797558-3132,,,,
3586,3586,13122,7797558-356084,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Mesh;Synthetic,,8067873-28814,7808095-911,8065327-9607,7144144-151,7797558-356083,,,,
3587,3587,13123,7797559-327050,Shoes,Sneakers and Athletic Shoes,,Padded,,Men,Mesh,,7925401-337485,7927793-338853,7976997-371890,7978729-356710,7797558-356084,,,,
3588,3588,13124,7797559-394909,Shoes,Sneakers and Athletic Shoes,,Padded,,Men,Mesh,,8034692-183092,8084343-394245,7896374-133,7884454-30172,7797559-327050,,,,
3589,3589,13144,7797926-355746,Shoes,Sneakers and Athletic Shoes,,Padded;Removable,Lace up,Women,Mesh;Rubber,,7885702-920,7948156-344810,8057109-382250,8053193-2295,7797559-394909,,,,
3590,3590,13145,7797927-356090,Shoes,Sneakers and Athletic Shoes,,,Lace up,Women,Mesh;Rubber,,8034692-183092,8023501-371004,7655671-385112,7719770-263262,7797926-355746,,,,
3591,3591,13146,7797946-292770,Shoes,Sneakers and Athletic Shoes,,Padded;Removable,Lace up,Women,Mesh;Synthetic,Round Toe,7594567-289850,7869102-105906,7901792-391049,7179711-24154,7797927-356090,,,,
3592,3592,13147,7797946-292772,Shoes,Sneakers and Athletic Shoes,,Padded;Removable,Lace up,Women,Mesh;Synthetic,Round Toe,8034692-183092,7761549-280411,7810901-297932,7898430-124204,7797946-292770,,,,
3593,3593,13148,7797950-337741,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,Lace up,Girls,Mesh;Synthetic,,7764678-367902,8005758-32309,7925504-11683,8116940-164129,7797946-292772,,,,
3594,3594,13149,7797960-339012,Shoes,Sneakers and Athletic Shoes,,EVA,Lace up,Women,Mesh;Synthetic,,7885702-920,7925831-386729,8055432-381379,7211140-372121,7797950-337741,,,,
3595,3595,13151,7798005-320897,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Women,Synthetic,,7997010-460,7859525-147,8107505-4854,7728048-216937,7797960-339012,,,,
3596,3596,13152,7798005-327076,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Women,Synthetic,,8004011-365039,7987973-409,7808450-239589,7646302-237524,7798005-320897,,,,
3597,3597,13153,7798005-339018,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Women,,,8034692-183092,7990364-360509,7677926-13129,7977188-356087,7798005-327076,,,,
3598,3598,13154,7798005-339019,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Women,,,7898404-329101,8024276-371176,7799960-293983,7978220-370095,7798005-339018,,,,
3599,3599,13182,7798115-292941,Shoes,Sneakers and Athletic Shoes,,Padded,Hook and Loop,Girls,Leather,,7885702-920,8045527-32025,8019719-8131,7466209-183092,7798005-339019,,,,
3600,3600,13183,7798115-320788,Shoes,Sneakers and Athletic Shoes,,Padded,Hook and Loop,Girls,Leather,,7997010-460,7929136-8282,8080555-559,7764653-2446,7798115-292941,,,,
3601,3601,13184,7798134-43179,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men;Women,Canvas,Capped Toe,7885702-920,8071998-389426,7958152-6,7991049-632,7798115-320788,,,,
3602,3602,13185,7798134-391723,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men;Women,Canvas,Capped Toe,7296120-1834,7964428-367106,7764678-367901,7792936-290466,7798134-43179,,,,
3603,3603,13186,7798221-320960,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,Lace up,Women,Mesh;Synthetic,,7802931-371535,7919899-332062,7942180-3,7735357-269558,7798134-391723,,,,
3604,3604,13187,7798221-339061,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,Lace up,Women,Mesh;Synthetic,,8034692-183092,7676752-911,7792942-290473,7617195-7446,7798221-320960,,,,
3605,3605,13188,7798221-356197,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,Lace up,Women,Mesh;Synthetic,,7886145-62266,7980000-356413,7632972-367666,7917805-364244,7798221-339061,,,,
3606,3606,13189,7798221-356198,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,Lace up,Women,Mesh;Synthetic,,8067873-28814,7183714-7968,7885264-324047,7913634-160147,7798221-356197,,,,
3607,3607,13190,7798222-320952,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,Lace up,Women,Mesh,,7898404-329101,7820176-325,7387814-7268,7766873-339037,7798221-356198,,,,
3608,3608,13191,7798222-394489,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,Lace up,Women,Mesh,,7765346-744,7919935-334973,7887977-347841,7919211-384841,7798222-320952,,,,
3609,3609,13195,7798327-6972,Shoes,Sneakers and Athletic Shoes,,,Lace up,Men,Rubber;Synthetic,,7568876-1001,7653415-14,7996528-362997,8126542-535,7798222-394489,,,,
3610,3610,13199,7798384-24150,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men;Women,Canvas;Rubber;Synthetic,,8034692-183092,8010777-366632,7929801-97580,8012453-335752,7798327-6972,,,,
3611,3611,13200,7798384-339217,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men;Women,Canvas;Rubber;Synthetic,,7911245-1001,8035236-74429,7815150-330241,7896501-742,7798384-24150,,,,
3612,3612,13201,7798384-339218,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men;Women,Canvas;Rubber;Synthetic,,7765346-744,113952-3,7989467-360476,7989506-16059,7798384-339217,,,,
3613,3613,13202,7798395-9436,Shoes,Sneakers and Athletic Shoes,,Padded,Slip-On,Men,Mesh;Synthetic,,7729832-585,8053229-380493,7785902-144,126799-14074,7798384-339218,,,,
3614,3614,13203,7798395-106387,Shoes,Sneakers and Athletic Shoes,,,,Men,Mesh;Synthetic,,7885702-920,7955395-158,7716245-327439,8014789-3836,7798395-9436,,,,
3615,3615,13204,7798395-324013,Shoes,Sneakers and Athletic Shoes,,Padded,Slip-On,Men,Mesh;Synthetic,,7885702-920,7926302-287917,7419008-348981,7897832-45265,7798395-106387,,,,
3616,3616,13213,7799169-323288,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,Hook and Loop,Men,Mesh;Rubber;Suede;Synthetic,,7931183-9,7155691-7548,7818186-3,7241214-106019,7798395-324013,,,,
3617,3617,13214,7799169-338549,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,Hook and Loop,Men,Mesh;Rubber;Suede;Synthetic,,7802931-371535,8031177-9,7977266-388950,7936235-275,7799169-323288,,,,
3618,3618,13215,7799169-358177,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,Hook and Loop,Men,Rubber;Suede;Synthetic,,7753011-5270,8088868-14,7793109-87081,7760778-356715,7799169-338549,,,,
3619,3619,13216,7799169-361112,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,Hook and Loop,Men,Rubber;Suede;Synthetic,,8034692-183092,8036448-375060,7882329-352887,7879628-321095,7799169-358177,,,,
3620,3620,13217,7799169-367985,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,Hook and Loop,Men,Mesh;Synthetic,,7997010-460,8012819-367100,8028668-3,8126545-381508,7799169-361112,,,,
3621,3621,13218,7799169-367986,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,Hook and Loop,Men,Rubber;Suede;Synthetic,,7594567-289850,7742162-272604,7951989-5743,8025541-1245,7799169-367985,,,,
3622,3622,13219,7799169-383199,Shoes,Sneakers and Athletic Shoes,,Moisture Wicking;Padded,Hook and Loop,Men,Mesh;Synthetic,,7997010-460,7203635-8968,104705-15,7943053-585,7799169-367986,,,,
3623,3623,13220,7799169-383200,Shoes,Sneakers and Athletic Shoes,,Moisture Wicking;Padded,Hook and Loop,Men,Mesh;Synthetic,,7815633-159595,7862356-214847,8004002-365038,7925433-337521,7799169-383199,,,,
3624,3624,13221,7799169-383201,Shoes,Sneakers and Athletic Shoes,,Moisture Wicking;Padded,Hook and Loop,Men,Mesh;Synthetic,,7997010-460,7334943-3836,7948156-344813,7651342-169192,7799169-383200,,,,
3625,3625,13222,7799169-383202,Shoes,Sneakers and Athletic Shoes,,Moisture Wicking;Padded,Hook and Loop,Men,Mesh;Synthetic,,7277860-3836,8029577-401,8074055-390210,8074611-390434,7799169-383201,,,,
3626,3626,13223,7799173-59631,Shoes,Sneakers and Athletic Shoes,,Padded;Textile,Hook and Loop,Girls,Mesh;Synthetic,Bump Toe;Round Toe;Closed Toe,7764678-367902,7910150-126900,8054343-196918,7987744-332241,7799169-383202,,,,
3627,3627,13224,7799235-13080,Shoes,Sneakers and Athletic Shoes,,Padded;Textile,Hook and Loop,Girls,Mesh;Synthetic,Bump Toe;Round Toe;Closed Toe,7885702-920,7898375-320,8005758-32309,8029792-8215,7799173-59631,,,,
3628,3628,13225,7799235-59631,Shoes,Sneakers and Athletic Shoes,,Padded;Textile,Hook and Loop,Girls,Mesh;Synthetic,Bump Toe;Round Toe;Closed Toe,8036500-394023,7213526-133344,8074038-390194,7971753-353375,7799235-13080,,,,
3629,3629,13226,7799240-154219,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,Hook and Loop,Women,Mesh;Rubber;Suede;Synthetic,,7885702-920,7903941-8348,7762893-280816,7898610-585,7799235-59631,,,,
3630,3630,13227,7799240-355371,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,Hook and Loop,Women,Mesh;Rubber;Suede;Synthetic,,7931183-9,7925637-386653,7987176-122064,7241786-389242,7799240-154219,,,,
3631,3631,13228,7799240-358066,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,Hook and Loop,Women,Mesh;Rubber;Suede;Synthetic,,7879262-320809,7883993-361025,7769260-21196,7730001-355346,7799240-355371,,,,
3632,3632,13229,7799240-361083,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,Hook and Loop,Women,Mesh;Rubber;Suede;Synthetic,,7553452-559,8013367-367309,8055432-302454,7873342-367061,7799240-358066,,,,
3633,3633,13233,7799331-744,Shoes,Sneakers and Athletic Shoes,,,Lace up,Women,Mesh;Rubber;Synthetic,,8034692-183092,7744039-14,7817486-222,7719174-1877,7799240-361083,,,,
3634,3634,13234,7799331-6972,Shoes,Sneakers and Athletic Shoes,,,Lace up,Women,Mesh;Rubber;Synthetic,,7885702-920,7926169-367478,8021689-20707,7864595-350954,7799331-744,,,,
3635,3635,13235,7799381-9436,Shoes,Sneakers and Athletic Shoes,1in - 1 3/4in,Padded,Lace up,Women,Mesh;Synthetic,,7879262-320809,7883945-368030,7903849-353779,7718407-60343,7799331-6972,,,,
3636,3636,13236,7799381-30129,Shoes,Sneakers and Athletic Shoes,1in - 1 3/4in,Padded,Lace up,Women,Mesh;Synthetic,,7729832-585,7973094-383595,8023869-371089,8164790-429,7799381-9436,,,,
3637,3637,13237,7799515-34000,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,Lace up,Women,Nylon;Suede,,7997010-460,8078084-10623,7653415-14,8045650-3,7799381-30129,,,,
3638,3638,13238,7799515-230827,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,Lace up,Women,Nylon;Suede,,8004011-365039,7884232-323525,7388008-372285,7155963-275,7799515-34000,,,,
3639,3639,13239,7799515-367790,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,Lace up,Women,Nylon;Suede,,7919188-334676,7984950-7778,7799381-30129,7494531-239183,7799515-230827,,,,
3640,3640,13240,7799515-372688,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,Lace up,Women,Nylon;Suede,,7885702-920,7648260-366911,7884286-382744,7867900-315969,7799515-367790,,,,
3641,3641,13241,7799521-3,Shoes,Sneakers and Athletic Shoes,,Padded,Slip-On,Women,Mesh;Patent Leather,,7997010-460,7885135-324006,7925348-337426,7886305-632,7799515-372688,,,,
3642,3642,13242,7799523-216,Shoes,Sneakers and Athletic Shoes,,,Lace up,Men,Leather,Capped Toe;Round Toe;Closed Toe,8034694-44016,7976983-356024,8031347-357799,8069473-387924,7799521-3,,,,
3643,3643,13250,7799634-5535,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Canvas,,7903475-330694,7968966-352307,7976270-97986,8029444-372908,7799523-216,,,,
3644,3644,13251,7799951-398010,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men;Women,Mesh;Synthetic,,7802931-371535,7856995-13153,7709123-259600,7815628-243460,7799634-5535,,,,
3645,3645,13252,7799959-293982,Shoes,Sneakers and Athletic Shoes,,Removable,Lace up,Women,Mesh,,7765346-744,7805572-63681,7650158-14,7920410-151,7799951-398010,,,,
3646,3646,13253,7799960-293983,Shoes,Sneakers and Athletic Shoes,,Removable,Lace up,Women,Mesh,,7931183-9,7892160-349584,7881344-4820,7815627-327970,7799959-293982,,,,
3647,3647,13254,7799961-293984,Shoes,Sneakers and Athletic Shoes,,Removable,Lace up,Women,Mesh,,7885702-920,8073221-8690,7969353-370066,7864589-350931,7799960-293983,,,,
3648,3648,13259,7799972-241659,Shoes,Sneakers and Athletic Shoes,,,Lace up,Men,Mesh,,7879262-320809,7895926-328243,7754502-386052,7903843-20783,7799961-293984,,,,
3649,3649,13260,7799973-144,Shoes,Sneakers and Athletic Shoes,,,Lace up,Men,Mesh,,7997010-460,7136102-9,7888369-155,8035837-102360,7799972-241659,,,,
3650,3650,13261,7799975-174617,Shoes,Sneakers and Athletic Shoes,,,Lace up,Men,Mesh,,8034694-44016,7543968-3,7793119-18630,7399238-6654,7799973-144,,,,
3651,3651,13275,7801082-370570,Shoes,Sneakers and Athletic Shoes,,Padded;Textile,Lace up,Girls,Leather,,7296120-1834,7863073-750,8078967-3,7905179-357750,7799975-174617,,,,
3652,3652,13282,7801160-212254,Shoes,Sneakers and Athletic Shoes,,Padded,Bungee;Toggle,Boys,Leather;Mesh,Bump Toe,7898404-329101,7979349-356892,8075187-102702,7987890-359861,7801082-370570,,,,
3653,3653,13283,7801160-294584,Shoes,Sneakers and Athletic Shoes,,,Bungee,Boys,Leather;Mesh,Bump Toe,7296120-1834,7856472-6166,7841164-72,8116907-4002,7801160-212254,,,,
3654,3654,13284,7801160-294586,Shoes,Sneakers and Athletic Shoes,,,Bungee,Boys,Leather;Mesh,Bump Toe,7765346-744,7543952-3,8025619-371496,8084054-3561,7801160-294584,,,,
3655,3655,13285,7801161-212254,Shoes,Sneakers and Athletic Shoes,,Padded,Bungee;Toggle,Boys,Leather;Mesh,Bump Toe,7802931-371535,7885273-755,7760711-370103,7766031-1412,7801160-294586,,,,
3656,3656,13286,7801161-242942,Shoes,Sneakers and Athletic Shoes,,,Bungee,Boys,Leather;Mesh,Bump Toe,7764678-367902,7894158-352463,7842750-57489,7652831-268115,7801161-212254,,,,
3657,3657,13287,7801161-294584,Shoes,Sneakers and Athletic Shoes,,,Bungee,Boys,Leather;Mesh,Bump Toe,7296120-1834,7802301-353806,7928660-156865,8081663-393160,7801161-242942,,,,
3658,3658,13288,7801284-387231,Shoes,Sneakers and Athletic Shoes,,,Hook and Loop;Lace up,Boys,Canvas,Bump Toe,7997010-460,7903852-97330,7928242-396,7759027-112982,7801161-294584,,,,
3659,3659,13289,7801284-387232,Shoes,Sneakers and Athletic Shoes,,,Hook and Loop;Lace up,Boys,Canvas,Bump Toe,7991257-381508,8044485-377470,7993132-3,7211140-89691,7801284-387231,,,,
3660,3660,13290,7801284-387233,Shoes,Sneakers and Athletic Shoes,,,Hook and Loop;Lace up,Boys,Canvas,Bump Toe,7765346-744,7971323-353103,8036500-329698,8067124-3,7801284-387232,,,,
3661,3661,13291,7801286-294627,Shoes,Sneakers and Athletic Shoes,,,Hook and Loop,Boys,Canvas,Bump Toe,7885702-920,7931052-339921,7682606-72,7928245-339050,7801284-387233,,,,
3662,3662,13292,7801286-387231,Shoes,Sneakers and Athletic Shoes,,,Hook and Loop;Lace up,Boys,Canvas,Bump Toe,7764678-367902,8012853-386700,8024012-371134,7215638-169268,7801286-294627,,,,
3663,3663,13293,7801286-387232,Shoes,Sneakers and Athletic Shoes,,,Hook and Loop;Lace up,Boys,Canvas,Bump Toe,7976093-372135,124878-3,7683985-288853,7925383-337445,7801286-387231,,,,
3664,3664,13294,7801286-387233,Shoes,Sneakers and Athletic Shoes,,,Hook and Loop;Lace up,Boys,Canvas,Bump Toe,7925401-337485,7918685-742,7615262-151,7925893-367320,7801286-387232,,,,
3665,3665,13297,7801365-218302,Shoes,Sneakers and Athletic Shoes,,Padded,Hook and Loop,Boys,Leather;Rubber,Bump Toe,8034692-183092,7980465-357313,7999807-16812,8067953-11,7801286-387233,,,,
3666,3666,13298,7801365-294642,Shoes,Sneakers and Athletic Shoes,,Textile,Hook and Loop,Boys,Leather,Bump Toe,7911245-1001,7886350-3,7161897-3053,7747712-334571,7801365-218302,,,,
3667,3667,13299,7801365-352852,Shoes,Sneakers and Athletic Shoes,,Textile,Hook and Loop,Boys,Leather;Rubber,Bump Toe,7296120-1834,7984100-2507,7764653-367884,7826901-3,7801365-294642,,,,
3668,3668,13300,7801366-294642,Shoes,Sneakers and Athletic Shoes,,Textile,Hook and Loop,Boys,Leather,Bump Toe,7885702-920,7696313-2503,7984070-2507,7903944-28551,7801365-352852,,,,
3669,3669,13305,7801378-294647,Shoes,Sneakers and Athletic Shoes,,Textile,Hook and Loop,Girls,Leather,Bump Toe,7911245-1001,8038944-183092,7846169-72,7723889-3917,7801366-294642,,,,
3670,3670,13310,7801385-294647,Shoes,Sneakers and Athletic Shoes,,Textile,Hook and Loop,Girls,Leather,Bump Toe,7898404-329101,7494531-11196,8140598-1850,7975704-367739,7801378-294647,,,,
3671,3671,13312,7801398-32063,Shoes,Sneakers and Athletic Shoes,,Textile,Hook and Loop,Girls,Canvas,Bump Toe,8034692-183092,7241214-289,8079629-392272,8056616-382125,7801385-294647,,,,
3672,3672,13313,7801398-41336,Shoes,Sneakers and Athletic Shoes,,Textile,Hook and Loop,Girls,Canvas,Bump Toe,8034692-183092,8030887-3,8034091-151,7819452-300813,7801398-32063,,,,
3673,3673,13314,7801399-32063,Shoes,Sneakers and Athletic Shoes,,Textile,Hook and Loop,Girls,Canvas,Bump Toe,7997010-460,8078967-607,7969806-282875,8005224-365413,7801398-41336,,,,
3674,3674,13315,7801399-41336,Shoes,Sneakers and Athletic Shoes,,Textile,Hook and Loop,Girls,Canvas,Bump Toe,7997010-460,8071656-389226,7896565-742,8019980-744,7801399-32063,,,,
3675,3675,13316,7801441-3,Shoes,Sneakers and Athletic Shoes,,Padded,Hook and Loop,Girls,Leather,Bump Toe,7879262-320809,7895997-363688,7957017-295622,7881187-2906,7801399-41336,,,,
3676,3676,13317,7801441-294676,Shoes,Sneakers and Athletic Shoes,,Padded,Hook and Loop,Girls,Leather,Bump Toe,8063919-384953,7195926-377700,7726652-349584,7976713-133,7801441-3,,,,
3677,3677,13318,7801442-294676,Shoes,Sneakers and Athletic Shoes,,Padded,Hook and Loop,Girls,Leather,Bump Toe,7919188-334676,8075264-63690,7163184-38877,7975406-373588,7801441-294676,,,,
3678,3678,13322,7801666-2125,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Boys;Girls,Synthetic,,7296120-1834,7751699-12983,8036516-243460,7978626-370179,7801442-294676,,,,
3679,3679,13323,7801676-144,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,Lace up,Boys,Leather;Mesh,,7548891-375065,8036830-464,8059884-383040,8082387-60041,7801666-2125,,,,
3680,3680,13324,7801676-1489,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,Lace up,Boys,Leather;Mesh,,8021786-370577,7983901-358492,8037006-375361,8073973-390124,7801676-144,,,,
3681,3681,13332,7801899-405042,Shoes,Sneakers and Athletic Shoes,,Padded,Hook and Loop,Boys,Nylon;Suede,,7931183-9,7503678-307305,8035279-374777,8053297-380504,7801676-1489,,,,
3682,3682,13347,7801983-14,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Women,Mesh;Rubber;Suede;Synthetic,Round Toe,8034692-183092,7892370-373670,7873642-3,8041613-19453,7801899-405042,,,,
3683,3683,13348,7801983-409,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Women,Mesh;Rubber;Suede;Synthetic,Round Toe,8034692-183092,8073889-29674,7837639-369187,7985588-359043,7801983-14,,,,
3684,3684,13349,7801983-742,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Women,Mesh;Rubber;Suede;Synthetic,Round Toe,7975306-118731,7843283-309570,7968581-286707,7729974-24150,7801983-409,,,,
3685,3685,13366,7802275-6,Shoes,Sneakers and Athletic Shoes,,Padded;Removable;Textile,Lace up,Men,Nylon;Ripstop;Suede;Synthetic,Round Toe,8067873-28814,7925436-305226,7537655-356877,7734341-269304,7801983-742,,,,
3686,3686,13367,7802288-6,Shoes,Sneakers and Athletic Shoes,,Leather;Removable,Lace up,Men,Leather;Mesh;Nubuck;Rubber,,7898404-329101,7929792-390323,7892664-221011,7968674-302454,7802275-6,,,,
3687,3687,13368,7802289-6,Shoes,Sneakers and Athletic Shoes,,Leather;Removable,Lace up,Women,Leather;Mesh;Nubuck;Rubber,,7885702-920,8024499-642,7489637-387215,7722113-383297,7802288-6,,,,
3688,3688,13369,7802295-754,Shoes,Sneakers and Athletic Shoes,1in - 1 3/4in,Memory Foam;Padded,Lace up,Men,Mesh;Rubber;Synthetic,,7898404-329101,7740228-377697,8081754-393278,7964342-367075,7802289-6,,,,
3689,3689,13370,7802295-353806,Shoes,Sneakers and Athletic Shoes,1in - 1 3/4in,Memory Foam;Padded,Lace up,Men,Mesh;Rubber;Synthetic,,8034692-183092,7211140-89691,7675158-374301,7897832-54647,7802295-754,,,,
3690,3690,13371,7802297-353806,Shoes,Sneakers and Athletic Shoes,,Memory Foam;Padded,Lace up,Women,Mesh;Rubber;Synthetic,,8030915-373604,8065327-9607,8025533-157896,7925455-369552,7802295-353806,,,,
3691,3691,13372,7802301-3,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Mesh,Round Toe,8034692-183092,8088868-147,7978359-20492,8060403-383472,7802297-353806,,,,
3692,3692,13373,7802301-144,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Mesh,Round Toe,7798005-327076,8053297-380504,7989465-360473,7925335-356643,7802301-3,,,,
3693,3693,13374,7802301-33710,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Mesh,Round Toe,7885702-920,7975710-3,7864595-315222,7925395-369362,7802301-144,,,,
3694,3694,13375,7802301-41313,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,Lace up,Men,Mesh,,7878788-356662,7983058-336,8053056-158,7683984-369195,7802301-33710,,,,
